Date,Adj Close
2020-01-02,74.09645080566406
2020-01-03,73.37608337402344
2020-01-06,73.96076202392578
2020-01-07,73.61290740966797
2020-01-08,74.79708099365234
2020-01-09,76.38583374023438
2020-01-10,76.55850982666016
2020-01-13,78.19414520263672
2020-01-14,77.13826751708984
2020-01-15,76.80770111083984
2020-01-16,77.76982879638672
2020-01-17,78.63080596923828
2020-01-21,78.09793090820312
2020-01-22,78.37670135498047
2020-01-23,78.75415802001953
2020-01-24,78.5271987915039
2020-01-27,76.21807861328125
2020-01-28,78.37423706054688
2020-01-29,80.0147933959961
2020-01-30,79.89884185791016
2020-01-31,76.3562240600586
2020-02-03,76.14653015136719
2020-02-04,78.66041564941406
2020-02-05,79.30183410644531
2020-02-06,80.22943115234375
2020-02-07,79.13890075683594
2020-02-10,79.51476287841797
2020-02-11,79.03502655029297
2020-02-12,80.91192626953125
2020-02-13,80.33575439453125
2020-02-14,80.35554504394531
2020-02-18,78.88418579101562
2020-02-19,80.02664184570312
2020-02-20,79.20565795898438
2020-02-21,77.412841796875
2020-02-24,73.7356948852539
2020-02-25,71.23810577392578
2020-02-26,72.36820983886719
2020-02-27,67.63762664794922
2020-02-28,67.59806060791016
2020-03-02,73.89148712158203
2020-03-03,71.54474639892578
2020-03-04,74.86331939697266
2020-03-05,72.43497467041016
2020-03-06,71.47303009033203
2020-03-09,65.82007598876953
2020-03-10,70.56053924560547
2020-03-11,68.10994720458984
2020-03-12,61.383766174316406
2020-03-13,68.738037109375
2020-03-16,59.89510726928711
2020-03-17,62.52870178222656
2020-03-18,60.99800491333008
2020-03-19,60.5306282043457
2020-03-20,56.68781280517578
2020-03-23,55.48352813720703
2020-03-24,61.049930572509766
2020-03-25,60.713619232177734
2020-03-26,63.9085578918457
2020-03-27,61.26259994506836
2020-03-30,63.01090621948242
2020-03-31,62.882328033447266
2020-04-01,59.573631286621094
2020-04-02,60.567726135253906
2020-04-03,59.69728088378906
2020-04-06,64.90511322021484
2020-04-07,64.15336608886719
2020-04-08,65.79534912109375
2020-04-09,66.2701416015625
2020-04-13,67.57086181640625
2020-04-14,70.9833984375
2020-04-15,70.33551788330078
2020-04-16,70.8943862915039
2020-04-17,69.93244171142578
2020-04-20,68.48087310791016
2020-04-21,66.36410522460938
2020-04-22,68.27561950683594
2020-04-23,68.01103210449219
2020-04-24,69.97447967529297
2020-04-27,70.0239486694336
2020-04-28,68.8888931274414
2020-04-29,71.15156555175781
2020-04-30,72.65258026123047
2020-05-01,71.48291778564453
2020-05-04,72.49432373046875
2020-05-05,73.5823745727539
2020-05-06,74.341552734375
2020-05-07,75.11060333251953
2020-05-08,76.89836120605469
2020-05-11,78.10838317871094
2020-05-12,77.21573638916016
2020-05-13,76.28343963623047
2020-05-14,76.75206756591797
2020-05-15,76.29830932617188
2020-05-18,78.09598541259766
2020-05-19,77.64470672607422
2020-05-20,79.1547622680664
2020-05-21,78.56462860107422
2020-05-22,79.07046508789062
2020-05-26,78.53486633300781
2020-05-27,78.87704467773438
2020-05-28,78.91175842285156
2020-05-29,78.83489227294922
2020-06-01,79.80438995361328
2020-06-02,80.1738510131836
2020-06-03,80.61520385742188
2020-06-04,79.92093658447266
2020-06-05,82.1971664428711
2020-06-08,82.68315124511719
2020-06-09,85.29412841796875
2020-06-10,87.48853302001953
2020-06-11,83.28816986083984
2020-06-12,84.00724029541016
2020-06-15,85.04617309570312
2020-06-16,87.30008697509766
2020-06-17,87.1785888671875
2020-06-18,87.21330261230469
2020-06-19,86.71490478515625
2020-06-22,88.98369598388672
2020-06-23,90.8830337524414
2020-06-24,89.27877044677734
2020-06-25,90.4639892578125
2020-06-26,87.68441772460938
2020-06-29,89.70525360107422
2020-06-30,90.45407104492188
2020-07-01,90.28298950195312
2020-07-02,90.28298950195312
2020-07-06,92.69806671142578
2020-07-07,92.41043853759766
2020-07-08,94.56270599365234
2020-07-09,94.96934509277344
2020-07-10,95.13546752929688
2020-07-13,94.69659423828125
2020-07-14,96.263671875
2020-07-15,96.92571258544922
2020-07-16,95.73304748535156
2020-07-17,95.53963470458984
2020-07-20,97.55303192138672
2020-07-21,96.2066421508789
2020-07-22,96.47691345214844
2020-07-23,92.08562469482422
2020-07-24,91.85751342773438
2020-07-27,94.0345458984375
2020-07-28,92.48979187011719
2020-07-29,94.26266479492188
2020-07-30,95.40325927734375
2020-07-31,105.39090728759766
2020-08-03,108.04650115966797
2020-08-04,108.76805114746094
2020-08-05,109.16229248046875
2020-08-06,112.97088623046875
2020-08-07,110.40241241455078
2020-08-10,112.00709533691406
2020-08-11,108.67601013183594
2020-08-12,112.28778076171875
